id,employee_id,CPF,Nome,Email,Telefone,RG,Nacionalidade,Dt. Nascimento,Sexo,Raça e Cor,Estado Civil,Mãe,Pai,Endereço Completo,Criado_em,Upload_em
effbe3ff-c530-4872-a73d-cba6a4f7e785,a16a156e-aa4a-40c5-94a4-4bea0f443f39,42116450377,Lucas Gabriel da Rosa,viniciussales@example.com,+55 (081) 0623-4078,59530754,Brasileiro(a),1972-05-19,Feminino,Branco(a),Casado(a),Srta. Juliana da Conceição,Thomas Teixeira,"Esplanada Novaes, 17
Dona Clara
14010-821 Cunha Verde / SP",01-30-2023,01-30-2023
c9f4e84e-b16d-4820-aa56-1febbabddc29,727208ef-44e7-4c85-8c25-199f7011e9f5,78286620035,Clarice Almeida,vrezende@example.net,(021) 1104-9825,58917100,Brasileiro(a),2018-02-21,Feminino,Branco(a),Viúvo(a),Maitê da Cruz,Igor da Cruz,"Ladeira de Gonçalves
Vila Fumec
00081-863 Campos de Duarte / PB",01-30-2023,01-30-2023
29d0d7b5-8ce0-485d-8de1-11518ca36ba6,ad64f750-8850-444b-9bb1-536951a1819d,71222935371,João Lucas Cunha,isabellapeixoto@example.net,+55 11 5068 0895,23612766,Brasileiro(a),2005-04-28,Feminino,Preto(a),Casado(a),Yasmin Aragão,Matheus Vieira,"Residencial Luiz Henrique Ramos, 124
Vila Nova Cachoeirinha 3ª Seção
16331-405 Pinto de Viana / AL",01-30-2023,01-30-2023
f0ccc531-3922-4f94-867e-175d6a786ffe,945e364e-0bc3-4ec7-a693-32fc0f8db8a1,37308822484,Cecília Fogaça,luizacosta@example.net,(061) 7064-1466,69434628,Brasileiro(a),1987-02-06,Masculino,Preto(a),Casado(a),Esther Souza,Sr. Isaac da Cruz,"Praça de Rezende, 38
Caiçaras
61521803 Araújo / GO",01-30-2023,01-30-2023
589a0708-dbf6-4bb6-8211-878f6a299474,f5fcda1f-5ef0-4e87-9768-70e048f232ae,22628655033,Isadora Cavalcanti,caio52@example.com,+55 71 5348-5632,49289584,Brasileiro(a),2013-02-14,Feminino,Preto(a),Divorciado(a),Maria Alice Costela,Vicente Duarte,"Praia de Souza, 19
Centro
81589-994 da Mota / AP",01-30-2023,01-30-2023
159b5487-b32c-43d7-a865-6e7e7ed2b3da,9ecf4b0d-f2c6-43a6-bc78-9aec6feea1ae,26364881322,Stella Pinto,pereiramaria-fernanda@example.net,11 1774-8713,13076517,Brasileiro(a),1998-11-28,Outro,Indígena,Divorciado(a),Ana Julia Pinto,João Gabriel Cardoso,"Via de Ferreira, 8
Suzana
30383-330 Araújo / TO",01-30-2023,01-30-2023
dcdea253-9162-41af-94be-f19ce55f4a42,9aa8a752-61db-460f-8595-1c72d2d7160b,11412463440,Esther Silva,davi-luizramos@example.org,+55 (011) 6060 3886,13115296,Brasileiro(a),1980-08-09,Outro,Pardo(a),Divorciado(a),Mariana da Rosa,Yuri Porto,"Estrada de Pinto, 759
São Gonçalo
38816897 da Luz / BA",01-30-2023,01-30-2023
e76a0830-5138-42b9-8abc-f1501e4b9376,4e6cd5ab-b8dc-45b1-a1a8-d33b35f5d574,61926694873,Leonardo Fernandes,salesrafaela@example.net,41 6469-1975,95707201,Brasileiro(a),1996-01-24,Masculino,Branco(a),Divorciado(a),Laura Lopes,Calebe Monteiro,"Trecho Nascimento, 76
Novo São Lucas
09590-886 da Cruz / PR",01-30-2023,01-30-2023
07330703-1879-4a68-bbb4-d94adae084f9,a17c88e3-71f9-4ec8-9020-3a0fd5e23557,59243367352,Larissa da Mata,bgoncalves@example.com,0500-317-3224,13698609,Brasileiro(a),2020-03-15,Outro,Preto(a),Viúvo(a),Bianca da Rosa,Dr. Thiago da Costa,"Esplanada Danilo da Mota, 55
Castanheira
36718046 Gomes / MG",01-30-2023,01-30-2023
54c21dc1-8a93-4ac9-ad7c-d4736a4e56c2,9b0bb00b-b00d-4dfd-ab6e-2958fb0eabac,56827842749,Leandro Duarte,henrique08@example.org,(041) 9007 0465,50795341,Brasileiro(a),1990-05-25,Feminino,Branco(a),Divorciado(a),Nina Viana,Carlos Eduardo Cavalcanti,"Fazenda de Barbosa, 7
Vila Nova Gameleira 2ª Seção
14834-121 Novaes das Pedras / AC",01-30-2023,01-30-2023
b2be8ee9-c34d-43a4-93f4-46ffddcc6101,d0927ff2-bd4a-426a-bc35-234aeff7ad9c,12549246717,Lavínia Cardoso,hfernandes@example.org,(081) 5279 6498,28786013,Brasileiro(a),1997-12-03,Feminino,Pardo(a),Viúvo(a),Bruna Moura,Vitor Hugo Freitas,"Vila Moura, 96
Alto Dos Pinheiros
48527-963 da Conceição da Prata / AP",01-30-2023,01-30-2023
86eb52ac-a209-4abf-b43d-29604535e7d1,d747296e-ad6b-4348-bf4d-2af946bb7266,97561344833,Renan Silva,da-cruzandre@example.org,31 3460 5311,52313308,Brasileiro(a),2013-09-11,Masculino,Branco(a),Solteiro(a),Gabrielly Cardoso,Theo Martins,"Favela de Correia, 285
Conjunto Celso Machado
26309981 da Paz de Cardoso / RN",01-30-2023,01-30-2023
